"","Date","sulfate","nitrate","ID"
"1891","2006-03-06",3.32,1.54,2
"1894","2006-03-09",4.08,0.488,2
"1897","2006-03-12",3.19,0.586,2
"1900","2006-03-15",1.84,0.811,2
"1903","2006-03-18",6.01,3.9,2
"1906","2006-03-21",2.28,0.901,2
"1909","2006-03-24",1.8,2.02,2
"1912","2006-03-27",4.29,0.862,2
"1915","2006-03-30",4.56,0.827,2
"1918","2006-04-02",6.14,0.758,2
"1921","2006-04-05",3.48,0.735,2
"1924","2006-04-08",3.32,0.454,2
"1927","2006-04-11",2.39,0.394,2
"1930","2006-04-14",3.25,0.813,2
"1933","2006-04-17",5.73,0.916,2
"1936","2006-04-20",4.23,0.772,2
"1939","2006-04-23",3.74,0.619,2
"1942","2006-04-26",6.84,0.794,2
"1945","2006-04-29",6.56,0.413,2
"1948","2006-05-02",5.37,0.706,2
"1951","2006-05-05",5.61,1.24,2
"1954","2006-05-08",9.15,1,2
"1957","2006-05-11",1.53,0.224,2
"1960","2006-05-14",1.79,0.386,2
"1966","2006-05-20",2.66,0.42,2
"1969","2006-05-23",6.14,0.887,2
"1972","2006-05-26",3.98,0.613,2
"1975","2006-05-29",9.78,0.841,2
"1978","2006-06-01",10.4,0.786,2
"1984","2006-06-07",4.55,0.645,2
"1987","2006-06-10",6.83,0.925,2
"1990","2006-06-13",12.5,0.471,2
"1993","2006-06-16",10.4,0.397,2
"1996","2006-06-19",5.48,0.501,2
"1999","2006-06-22",6.77,0.505,2
"2002","2006-06-25",6.52,0.423,2
"2005","2006-06-28",4.81,0.316,2
"2008","2006-07-01",7.67,0.542,2
"2011","2006-07-04",10.6,1.16,2
"2014","2006-07-07",8.05,0.276,2
"2017","2006-07-10",7.22,0.655,2
"2020","2006-07-13",2.83,0.416,2
"2023","2006-07-16",6.53,0.703,2
"2026","2006-07-19",10.7,0.804,2
"2029","2006-07-22",4.46,0.707,2
"2032","2006-07-25",3.68,0.378,2
"2035","2006-07-28",2.98,0.529,2
"2038","2006-07-31",6.52,0.475,2
"2041","2006-08-03",4.11,0.991,2
"2044","2006-08-06",5.28,0.476,2
"2047","2006-08-09",4.77,0.339,2
"2050","2006-08-12",6.7,0.419,2
"2053","2006-08-15",4.42,0.56,2
"2056","2006-08-18",12,0.471,2
"2059","2006-08-21",8.84,1.16,2
"2062","2006-08-24",17.9,0.829,2
"2065","2006-08-27",2.6,0.164,2
"2068","2006-08-30",3.37,0.447,2
"2071","2006-09-02",5.45,0.264,2
"2074","2006-09-05",8.09,0.602,2
"2077","2006-09-08",6.49,0.549,2
"2080","2006-09-11",10.5,0.271,2
"2083","2006-09-14",5.04,0.392,2
"2086","2006-09-17",9.61,0.868,2
"2089","2006-09-20",2.52,0.336,2
"2092","2006-09-23",4.14,0.29,2
"2095","2006-09-26",4.02,0.54,2
"2104","2006-10-05",9.37,0.708,2
"2107","2006-10-08",3.47,0.516,2
"2110","2006-10-11",4.63,0.406,2
"2119","2006-10-20",2.81,0.779,2
"2122","2006-10-23",1.84,0.643,2
"2125","2006-10-26",2.59,0.631,2
"2128","2006-10-29",1.83,0.614,2
"2131","2006-11-01",2.96,0.884,2
"2134","2006-11-04",1.86,1.05,2
"2137","2006-11-07",1.88,0.361,2
"2140","2006-11-10",3.44,1.41,2
"2143","2006-11-13",4.22,1.14,2
"2146","2006-11-16",2.22,1.13,2
"2149","2006-11-19",6.48,6.09,2
"2152","2006-11-22",2.05,1.05,2
"2155","2006-11-25",4.12,1.09,2
"2158","2006-11-28",3.07,0.911,2
"2161","2006-12-01",1.35,0.558,2
"2167","2006-12-07",1.64,1.49,2
"2170","2006-12-10",2.38,1.4,2
"2173","2006-12-13",4.56,1.13,2
"2176","2006-12-16",6.5,1.76,2
"2179","2006-12-19",6.78,2.09,2
"2182","2006-12-22",1.59,0.865,2
"2188","2006-12-28",3.4,0.97,2
"2191","2006-12-31",1.27,0.406,2
"2194","2007-01-03",3.61,1.17,2
"2197","2007-01-06",3.79,1.2,2
"2203","2007-01-12",2.1,0.53,2
"2206","2007-01-15",1.79,0.484,2
"2209","2007-01-18",4.1,1.73,2
"2212","2007-01-21",1.6,1.07,2
"2215","2007-01-24",3.17,2.39,2
"2218","2007-01-27",2.65,2.39,2
"2221","2007-01-30",1.18,1.06,2
"2224","2007-02-02",3.65,3.5,2
"2227","2007-02-05",0.877,2.15,2
"2230","2007-02-08",2.66,6.38,2
"2233","2007-02-11",2.36,2.61,2
"2236","2007-02-14",4.01,1.38,2
"2239","2007-02-17",1.88,4.11,2
"2242","2007-02-20",1.9,0.604,2
"2245","2007-02-23",1.63,0.602,2
"2248","2007-02-26",1.66,0.646,2
"2251","2007-03-01",3.16,0.592,2
"2254","2007-03-04",1.48,0.605,2
"2260","2007-03-10",8.53,1.17,2
"2263","2007-03-13",6.16,1,2
"2266","2007-03-16",2.85,2.05,2
"2269","2007-03-19",2.79,0.546,2
"2272","2007-03-22",2.1,0.565,2
"2275","2007-03-25",5.19,1.27,2
"2278","2007-03-28",5.32,0.791,2
"2281","2007-03-31",5.81,0.604,2
"2284","2007-04-03",6.31,0.929,2
"2287","2007-04-06",4.55,1.79,2
"2290","2007-04-09",1.97,0.717,2
"2293","2007-04-12",1.56,0.21,2
"2296","2007-04-15",2.8,0.182,2
"2299","2007-04-18",5.07,1.04,2
"2302","2007-04-21",11.1,1.12,2
"2305","2007-04-24",2.66,0.757,2
"2308","2007-04-27",2.14,0.331,2
"2311","2007-04-30",4.92,0.967,2
"2314","2007-05-03",7.46,0.672,2
"2317","2007-05-06",11.5,0.826,2
"2320","2007-05-09",4.33,0.723,2
"2323","2007-05-12",6.56,0.994,2
"2326","2007-05-15",5.32,0.795,2
"2329","2007-05-18",3.34,0.468,2
"2332","2007-05-21",10.8,1.01,2
"2335","2007-05-24",3.86,0.576,2
"2338","2007-05-27",6.19,0.74,2
"2341","2007-05-30",8.84,1.06,2
"2344","2007-06-02",11.3,0.874,2
"2347","2007-06-05",2.14,0.369,2
"2350","2007-06-08",2.36,0.6,2
"2353","2007-06-11",7.89,0.441,2
"2356","2007-06-14",7.22,0.465,2
"2359","2007-06-17",6.57,0.31,2
"2362","2007-06-20",2.51,0.377,2
"2365","2007-06-23",8.31,0.588,2
"2368","2007-06-26",5.4,0.696,2
"2371","2007-06-29",7.93,0.589,2
"2374","2007-07-02",4.24,0.336,2
"2377","2007-07-05",5.34,0.42,2
"2380","2007-07-08",6.98,0.468,2
"2383","2007-07-11",3.51,0.226,2
"2386","2007-07-14",4.3,0.859,2
"2389","2007-07-17",4.34,0.651,2
"2392","2007-07-20",2.73,0.341,2
"2395","2007-07-23",5.71,0.293,2
"2398","2007-07-26",5.7,0.49,2
"2401","2007-07-29",3.24,0.276,2
"2404","2007-08-01",8.19,0.241,2
"2407","2007-08-04",18.8,0.708,2
"2410","2007-08-07",5.33,0.327,2
"2413","2007-08-10",4.86,0.57,2
"2416","2007-08-13",11.2,0.301,2
"2419","2007-08-16",8.43,0.467,2
"2422","2007-08-19",6.56,0.357,2
"2425","2007-08-22",11.3,1.08,2
"2431","2007-08-28",6.12,0.415,2
"2434","2007-08-31",9.47,1.22,2
"2437","2007-09-03",27.9,1.32,2
"2440","2007-09-06",8.16,0.326,2
"2443","2007-09-09",4.72,0.333,2
"2446","2007-09-12",11.5,1.72,2
"2452","2007-09-18",6.32,0.577,2
"2455","2007-09-21",4.3,0.321,2
"2458","2007-09-24",2.65,0.234,2
"2461","2007-09-27",7.82,0.483,2
"2464","2007-09-30",3.5,0.202,2
"2467","2007-10-03",3.57,0.533,2
"2470","2007-10-06",4.78,0.347,2
"2473","2007-10-09",3.88,0.451,2
"2477","2007-10-13",4.36,0.648,2
"2479","2007-10-15",4.76,0.279,2
"2485","2007-10-21",2.39,0.462,2
"2488","2007-10-24",0.769,0.63,2
"2491","2007-10-27",2.85,0.963,2
"2494","2007-10-30",3.25,0.902,2
"2497","2007-11-02",6.56,1.27,2
"2500","2007-11-05",6.1,0.772,2
"2506","2007-11-11",3.9,1.43,2
"2509","2007-11-14",5.48,1.05,2
"2512","2007-11-17",2.4,0.795,2
"2515","2007-11-20",4.03,0.702,2
"2518","2007-11-23",2.16,1.07,2
"2521","2007-11-26",1.32,0.186,2
"2524","2007-11-29",2.85,1.26,2
"2527","2007-12-02",4.62,0.537,2
"2530","2007-12-05",1.76,1.23,2
"2533","2007-12-08",6.25,0.74,2
"2536","2007-12-11",2.74,0.598,2
"2542","2007-12-17",1.56,0.959,2
"2545","2007-12-20",3.02,1.5,2
"2548","2007-12-23",1.39,0.333,2
"2554","2007-12-29",1.78,1.58,2
"2557","2008-01-01",0.775,0.541,2
"2560","2008-01-04",1.82,1.4,2
"2563","2008-01-07",1.71,0.642,2
"2566","2008-01-10",2.39,0.344,2
"2575","2008-01-19",1.21,1.84,2
"2578","2008-01-22",2.7,1.16,2
"2581","2008-01-25",2.08,3.85,2
"2587","2008-01-31",1.46,0.803,2
"2590","2008-02-03",2.18,1.05,2
"2593","2008-02-06",1.7,0.234,2
"2596","2008-02-09",1.2,0.779,2
"2599","2008-02-12",1.21,0.428,2
"2602","2008-02-15",3.21,1.17,2
"2605","2008-02-18",1.56,0.291,2
"2608","2008-02-21",1.39,1.09,2
"2611","2008-02-24",4.8,2.75,2
"2614","2008-02-27",1.56,0.913,2
"2617","2008-03-01",2.72,1.51,2
"2623","2008-03-07",3.67,1.7,2
"2629","2008-03-13",2.34,0.823,2
"2632","2008-03-16",4.59,0.517,2
"2635","2008-03-19",2.31,0.288,2
"2638","2008-03-22",4.33,0.72,2
"2641","2008-03-25",3.72,1.13,2
"2644","2008-03-28",6.68,0.658,2
"2647","2008-03-31",5.51,0.35,2
"2653","2008-04-06",6.8,1.2,2
"2655","2008-04-08",4.48,0.301,2
"2659","2008-04-12",1.38,0.226,2
"2662","2008-04-15",4.74,1.42,2
"2665","2008-04-18",2.75,0.687,2
"2668","2008-04-21",5.34,0.834,2
"2671","2008-04-24",2.95,0.517,2
"2674","2008-04-27",2.49,0.69,2
"2677","2008-04-30",2.66,0.718,2
"2680","2008-05-03",1.8,0.314,2
"2683","2008-05-06",5.12,0.75,2
"2686","2008-05-09",2.17,0.727,2
"2689","2008-05-12",1.84,0.31,2
"2692","2008-05-15",2.82,0.459,2
"2695","2008-05-18",2.61,0.361,2
"2698","2008-05-21",5.31,0.483,2
"2704","2008-05-27",3.48,0.51,2
"2707","2008-05-30",7.78,0.499,2
"2710","2008-06-02",4.22,0.506,2
"2713","2008-06-05",2.52,0.28,2
"2716","2008-06-08",3.71,0.417,2
"2719","2008-06-11",5.81,0.696,2
"2722","2008-06-14",2.02,0.369,2
"2725","2008-06-17",2.79,0.271,2
"2728","2008-06-20",5.6,0.666,2
"2731","2008-06-23",4.75,0.516,2
"2734","2008-06-26",2.42,0.42,2
"2737","2008-06-29",1.96,0.38,2
"2740","2008-07-02",4.65,0.467,2
"2743","2008-07-05",2.72,0.749,2
"2746","2008-07-08",4.18,0.363,2
"2749","2008-07-11",3.65,0.364,2
"2752","2008-07-14",2.32,0.205,2
"2755","2008-07-17",12.6,0.545,2
"2758","2008-07-20",11,0.414,2
"2761","2008-07-23",3.27,0.499,2
"2764","2008-07-26",1.82,0.427,2
"2767","2008-07-29",4.37,0.528,2
"2770","2008-08-01",4.2,0.348,2
"2773","2008-08-04",3.17,0.359,2
"2776","2008-08-07",1.96,0.301,2
"2779","2008-08-10",4.53,0.301,2
"2782","2008-08-13",7.65,0.743,2
"2785","2008-08-16",9.16,0.495,2
"2788","2008-08-19",11,0.378,2
"2791","2008-08-22",6.32,0.389,2
"2797","2008-08-28",11.7,0.519,2
"2800","2008-08-31",7.56,0.414,2
"2803","2008-09-03",5.79,0.302,2
"2806","2008-09-06",4.71,0.245,2
"2809","2008-09-09",4.31,0.345,2
"2812","2008-09-12",3.13,0.516,2
"2815","2008-09-15",2.59,0.194,2
"2818","2008-09-18",7.99,1.39,2
"2821","2008-09-21",4.82,0.578,2
"2827","2008-09-27",4.24,0.385,2
"2830","2008-09-30",6.26,0.443,2
"2833","2008-10-03",3.87,0.881,2
"2836","2008-10-06",6.75,0.544,2
"2839","2008-10-09",2.92,0.716,2
"2842","2008-10-12",2.27,0.314,2
"2845","2008-10-15",4.99,0.668,2
"2848","2008-10-18",3.26,1.05,2
"2851","2008-10-21",6.58,0.868,2
"2857","2008-10-27",0.858,0.151,2
"2860","2008-10-30",4.03,1.34,2
"2863","2008-11-02",6.52,1.23,2
"2866","2008-11-05",4.11,1.06,2
"2869","2008-11-08",0.718,0.388,2
"2872","2008-11-11",3.33,0.709,2
"2875","2008-11-14",5.27,0.998,2
"2878","2008-11-17",1.55,0.767,2
"2881","2008-11-20",2.87,2.58,2
"2890","2008-11-29",5.44,1.79,2
"2893","2008-12-02",1.96,1.33,2
"2896","2008-12-05",1.89,4.38,2
"2899","2008-12-08",1.85,1.32,2
"2902","2008-12-11",0.725,0.275,2
"2905","2008-12-14",2.22,0.477,2
"2908","2008-12-17",2.75,0.54,2
"2911","2008-12-20",3.15,0.516,2
"2914","2008-12-23",1.75,1.09,2
"2917","2008-12-26",2.67,0.371,2
"2920","2008-12-29",1.05,0.497,2
"2923","2009-01-01",1.33,0.622,2
"2926","2009-01-04",1.87,0.719,2
"2929","2009-01-07",0.764,0.571,2
"2932","2009-01-10",2.42,0.603,2
"2935","2009-01-13",2.61,1.51,2
"2938","2009-01-16",1.28,2.31,2
"2941","2009-01-19",1.72,0.907,2
"2944","2009-01-22",3,2.23,2
"2947","2009-01-25",5.22,5.84,2
"2953","2009-01-31",1.96,1.24,2
"2956","2009-02-03",0.828,0.67,2
"2959","2009-02-06",1.3,0.877,2
"2962","2009-02-09",2.65,0.676,2
"2965","2009-02-12",1.1,0.381,2
"2968","2009-02-15",4.47,3.01,2
"2971","2009-02-18",3.69,0.506,2
"2974","2009-02-21",1.34,0.926,2
"2977","2009-02-24",2.62,1.53,2
"2980","2009-02-27",1.37,0.414,2
"2983","2009-03-02",2.2,2.18,2
"2986","2009-03-05",2.68,0.909,2
"2989","2009-03-08",3.03,0.751,2
"2992","2009-03-11",1.79,0.665,2
"2995","2009-03-14",2.32,0.741,2
"2998","2009-03-17",5.28,0.775,2
"3001","2009-03-20",1.6,0.511,2
"3004","2009-03-23",3,0.657,2
"3007","2009-03-26",1.67,0.365,2
"3010","2009-03-29",1.55,0.186,2
"3013","2009-04-01",1.71,0.517,2
"3016","2009-04-04",3.73,0.52,2
"3019","2009-04-07",1.43,0.517,2
"3022","2009-04-10",2.71,0.593,2
"3028","2009-04-16",5.11,0.879,2
"3031","2009-04-19",2.07,0.556,2
"3034","2009-04-22",1.75,0.42,2
"3037","2009-04-25",2.34,0.467,2
"3040","2009-04-28",2.46,0.686,2
"3046","2009-05-04",1.86,0.457,2
"3049","2009-05-07",3.3,0.827,2
"3052","2009-05-10",2.58,0.686,2
"3055","2009-05-13",4.65,0.405,2
"3058","2009-05-16",1.76,0.319,2
"3061","2009-05-19",2.18,0.333,2
"3064","2009-05-22",2.69,0.428,2
"3067","2009-05-25",1.43,0.147,2
"3070","2009-05-28",2.56,0.225,2
"3073","2009-05-31",2.48,0.292,2
"3076","2009-06-03",4.77,0.698,2
"3079","2009-06-06",5.02,0.768,2
"3082","2009-06-09",4.26,0.414,2
"3088","2009-06-15",4.33,0.418,2
"3091","2009-06-18",4.56,0.423,2
"3097","2009-06-24",5.38,0.182,2
"3100","2009-06-27",8.32,0.41,2
"3103","2009-06-30",1.68,0.214,2
"3106","2009-07-03",2.57,0.252,2
"3109","2009-07-06",4.03,0.405,2
"3112","2009-07-09",5.3,0.397,2
"3115","2009-07-12",3.21,0.197,2
"3118","2009-07-15",5.71,0.297,2
"3121","2009-07-18",2.39,0.173,2
"3124","2009-07-21",4.01,0.377,2
"3133","2009-07-30",1.91,0.393,2
"3136","2009-08-02",1.53,0.248,2
"3142","2009-08-08",4.56,0.381,2
"3145","2009-08-11",2.28,0.361,2
"3148","2009-08-14",7.09,0.35,2
"3151","2009-08-17",1.53,0.341,2
"3154","2009-08-20",2.03,0.209,2
"3157","2009-08-23",2.25,0.136,2
"3160","2009-08-26",4.1,0.363,2
"3163","2009-08-29",3.71,0.581,2
"3166","2009-09-01",5.03,0.344,2
"3169","2009-09-04",5.38,0.48,2
"3172","2009-09-07",6.5,0.355,2
"3175","2009-09-10",5.39,0.389,2
"3178","2009-09-13",6.23,0.459,2
"3181","2009-09-16",1.97,0.162,2
"3184","2009-09-19",1.3,0.134,2
"3187","2009-09-22",4.52,0.246,2
"3190","2009-09-25",2.11,0.38,2
"3193","2009-09-28",2.3,0.19,2
"3196","2009-10-01",2.46,0.382,2
"3199","2009-10-04",1.96,0.316,2
"3202","2009-10-07",1.3,0.175,2
"3205","2009-10-10",1.32,0.233,2
"3208","2009-10-13",3.51,0.334,2
"3211","2009-10-16",1.76,0.153,2
"3214","2009-10-19",2.46,0.615,2
"3218","2009-10-23",1.02,0.227,2
"3220","2009-10-25",1.54,0.349,2
"3223","2009-10-28",3.61,0.487,2
"3226","2009-10-31",0.692,0.217,2
"3229","2009-11-03",2.56,0.533,2
"3232","2009-11-06",2.04,0.562,2
"3235","2009-11-09",3.36,0.56,2
"3238","2009-11-12",0.954,0.225,2
"3241","2009-11-15",3.91,1.25,2
"3244","2009-11-18",1.56,0.619,2
"3247","2009-11-21",2.88,0.842,2
"3250","2009-11-24",3,0.454,2
"3253","2009-11-27",0.916,0.424,2
"3256","2009-11-30",2.45,1.25,2
"3259","2009-12-03",3.27,1.95,2
"3262","2009-12-06",2.98,2.1,2
"3265","2009-12-09",2.14,0.373,2
"3268","2009-12-12",0.879,0.952,2
"3271","2009-12-15",3.59,1.74,2
"3274","2009-12-18",1.11,0.665,2
"3277","2009-12-21",3.23,2.55,2
"3280","2009-12-24",2.57,0.485,2
"3283","2009-12-27",0.996,0.356,2
"3286","2009-12-30",2.26,0.804,2
"3289","2010-01-02",1.57,1.55,2
"3292","2010-01-05",1.22,2.3,2
"3301","2010-01-14",3.86,3.5,2
"3304","2010-01-17",0.852,0.465,2
"3307","2010-01-20",2.03,0.427,2
"3310","2010-01-23",3.66,1.02,2
"3313","2010-01-26",0.876,0.186,2
"3316","2010-01-29",2.31,1.93,2
"3319","2010-02-01",3.25,1.03,2
"3322","2010-02-04",4.02,1.98,2
"3325","2010-02-07",6.21,1.15,2
"3328","2010-02-10",3.52,1.86,2
"3331","2010-02-13",2.29,2.28,2
"3334","2010-02-16",1.83,0.905,2
"3337","2010-02-19",1.44,1.08,2
"3340","2010-02-22",1.45,0.821,2
"3343","2010-02-25",2.4,0.894,2
"3346","2010-02-28",1.32,1.64,2
"3349","2010-03-03",4.48,1.81,2
"3352","2010-03-06",1.53,1.81,2
"3355","2010-03-09",2.13,0.593,2
"3358","2010-03-12",1.23,0.203,2
"3361","2010-03-15",2.71,0.199,2
"3364","2010-03-18",4.38,2.84,2
"3367","2010-03-21",1.97,0.279,2
"3370","2010-03-24",5.2,0.97,2
"3373","2010-03-27",2.62,0.698,2
"3376","2010-03-30",3.04,0.502,2
"3382","2010-04-05",3.96,0.518,2
"3385","2010-04-08",1.77,0.192,2
"3388","2010-04-11",3.09,0.889,2
"3391","2010-04-14",4.09,0.878,2
"3394","2010-04-17",4.66,0.711,2
"3397","2010-04-20",2.4,0.707,2
"3400","2010-04-23",3.61,0.723,2
"3403","2010-04-26",1.55,0.211,2
"3406","2010-04-29",2.52,0.418,2
"3409","2010-05-02",2.72,0.47,2
"3412","2010-05-05",2.6,0.646,2
"3415","2010-05-08",2.67,0.205,2
"3418","2010-05-11",3.57,0.524,2
"2891","2001-10-16",0.77,0.156,3
"3011","2001-10-28",2.26,0.812,3
"3131","2001-11-09",7.22,2.35,3
"3191","2001-11-15",4.06,1.1,3
"3251","2001-11-21",1.38,1.17,3
"3431","2001-12-09",5.22,3.76,3
"3551","2001-12-21",0.859,0.431,3
"3611","2001-12-27",0.887,1.08,3
"3671","2002-01-02",3.92,3.97,3
"3791","2002-01-14",1.49,0.374,3
"385","2002-01-20",5.56,0.809,3
"3911","2002-01-26",2,1.12,3
"397","2002-02-01",2.14,0.719,3
"4031","2002-02-07",2.95,0.46,3
"4091","2002-02-13",1.71,0.763,3
"4151","2002-02-19",2.45,1.02,3
"4211","2002-02-25",4.33,0.295,3
"4271","2002-03-03",2.01,0.994,3
"4331","2002-03-09",2.14,0.566,3
"4391","2002-03-15",4.86,0.385,3
"4451","2002-03-21",6.22,1.22,3
"4511","2002-03-27",7.82,0.344,3
"4571","2002-04-02",3.31,0.287,3
"4631","2002-04-08",4.64,0.49,3
"4691","2002-04-14",3.49,0.355,3
"4751","2002-04-20",5.31,0.483,3
"4811","2002-04-26",2.03,1.38,3
"4871","2002-05-02",5.91,1.02,3
"4931","2002-05-08",5.54,0.564,3
"4991","2002-05-14",3.24,0.305,3
"5051","2002-05-20",4.07,0.287,3
"5111","2002-05-26",3.5,0.503,3
"5171","2002-06-01",2.44,0.195,3
"5231","2002-06-07",10.3,0.704,3
"5351","2002-06-19",4.65,0.213,3
"5411","2002-06-25",4.14,0.236,3
"5591","2002-07-13",3.35,0.239,3
"5651","2002-07-19",2.31,0.406,3
"5711","2002-07-25",3.73,0.487,3
"5771","2002-07-31",1.89,0.23,3
"5831","2002-08-06",9.71,0.249,3
"6071","2002-08-30",5.94,0.334,3
"6131","2002-09-05",11.7,0.429,3
"6191","2002-09-11",20.4,0.341,3
"6251","2002-09-17",9.49,0.584,3
"631","2002-09-23",7.84,0.264,3
"6371","2002-09-29",7.54,0.358,3
"643","2002-10-05",4.23,0.594,3
"6491","2002-10-11",4.5,0.366,3
"6551","2002-10-17",2.74,0.603,3
"6671","2002-10-29",2.82,0.72,3
"6791","2002-11-10",3.66,0.479,3
"685","2002-11-16",4.02,0.661,3
"6911","2002-11-22",2.71,1.38,3
"6971","2002-11-28",3.2,2.83,3
"7031","2002-12-04",3.33,2.14,3
"709","2002-12-10",1.91,1.97,3
"7151","2002-12-16",3.04,0.636,3
"7331","2003-01-03",4.17,0.267,3
"7391","2003-01-09",3.64,0.835,3
"7451","2003-01-15",1.72,4.06,3
"7511","2003-01-21",2.67,1.95,3
"7571","2003-01-27",2.29,2.96,3
"7631","2003-02-02",4.52,1.04,3
"7751","2003-02-14",3.63,0.686,3
"7871","2003-02-26",3.85,3.82,3
"7991","2003-03-10",2.96,2.88,3
"8051","2003-03-16",7.26,0.478,3
"8111","2003-03-22",3.5,1.69,3
"8171","2003-03-28",3.06,0.404,3
"8231","2003-04-03",4.64,0.424,3
"8291","2003-04-09",5.71,0.849,3
"8351","2003-04-15",5.56,0.509,3
"8411","2003-04-21",2.67,0.389,3
"8471","2003-04-27",11.2,0.793,3
"8531","2003-05-03",3.82,0.514,3
"8591","2003-05-09",6.98,0.507,3
"8651","2003-05-15",3.44,0.617,3
"8711","2003-05-21",2.37,0.361,3
"8771","2003-05-27",6.82,0.4,3
"8891","2003-06-08",5.78,0.234,3
"8951","2003-06-14",1.22,0.159,3
"9011","2003-06-20",7.02,0.368,3
"9071","2003-06-26",8.24,0.158,3
"9131","2003-07-02",2.13,0.174,3
"9251","2003-07-14",3.19,0.267,3
"9371","2003-07-26",7.25,0.274,3
"9431","2003-08-01",3.1,0.34,3
"9491","2003-08-07",8.7,0.216,3
"9551","2003-08-13",1.29,0.173,3
"9611","2003-08-19",4.84,0.281,3
"9671","2003-08-25",13.5,0.278,3
"9731","2003-08-31",1.9,0.333,3
"9791","2003-09-06",9.17,0.335,3
"9851","2003-09-12",7.31,0.392,3
"9911","2003-09-18",9.75,0.448,3
"9971","2003-09-24",3.3,0.397,3
"10091","2003-10-06",5.64,1.18,3
"10151","2003-10-12",2.99,0.26,3
"10211","2003-10-18",4.04,1.71,3
"10271","2003-10-24",2.97,0.651,3
"10331","2003-10-30",2.49,0.331,3
"10391","2003-11-05",2.75,0.457,3
"10451","2003-11-11",1.92,0.547,3
"10571","2003-11-23",3.15,0.441,3
"10631","2003-11-29",0.916,0.614,3
"10691","2003-12-05",2.97,0.389,3
"10751","2003-12-11",2.65,0.229,3
"10811","2003-12-17",1.46,0.54,3
"10871","2003-12-23",1.97,0.381,3
"10931","2003-12-29",1.63,0.456,3
"10991","2004-01-04",3.76,0.724,3
"11051","2004-01-10",6.21,1.68,3
"1111","2004-01-16",2.46,2.15,3
"11171","2004-01-22",2.04,2.23,3
"11231","2004-01-28",1.89,1.51,3
"11291","2004-02-03",2.36,3.25,3
"11351","2004-02-09",3.41,0.48,3
"11411","2004-02-15",2.5,1.91,3
"11471","2004-02-21",3.62,3.57,3
"11531","2004-02-27",3.38,1.1,3
"11591","2004-03-04",1.73,0.96,3
"11651","2004-03-10",3.45,0.76,3
"11711","2004-03-16",3.2,0.291,3
"11771","2004-03-22",2.53,1.16,3
"11891","2004-04-03",2.72,0.684,3
"1195","2004-04-09",3.1,0.769,3
"12011","2004-04-15",3.21,0.455,3
"12251","2004-05-09",6.37,0.302,3
"12311","2004-05-15",3.59,0.71,3
"12371","2004-05-21",4.64,0.484,3
"12671","2004-06-20",10.5,0.322,3
"12731","2004-06-26",0.958,0.129,3
"12791","2004-07-02",1.81,0.206,3
"12851","2004-07-08",1.75,0.19,3
"12911","2004-07-14",2.58,0.274,3
"12971","2004-07-20",18,0.199,3
"13091","2004-08-01",3.25,0.218,3
"13151","2004-08-07",7.02,0.198,3
"13211","2004-08-13",4.77,0.194,3
"13271","2004-08-19",10.5,0.232,3
"13331","2004-08-25",4.4,0.33,3
"1339","2004-08-31",11.5,0.393,3
"13451","2004-09-06",5.58,0.223,3
"13511","2004-09-12",8.38,0.208,3
"13571","2004-09-18",3.75,0.323,3
"13631","2004-09-24",7.96,0.575,3
"1375","2004-10-06",4.28,0.343,3
"13811","2004-10-12",2.8,0.124,3
"13871","2004-10-18",2.55,0.173,3
"13931","2004-10-24",1.54,0.113,3
"13991","2004-10-30",7.94,0.288,3
"14051","2004-11-05",1.79,0.486,3
"14111","2004-11-11",2.24,0.207,3
"14171","2004-11-17",3.91,0.644,3
"14231","2004-11-23",1.99,0.145,3
"14291","2004-11-29",1.88,0.313,3
"14351","2004-12-05",2.06,0.331,3
"14411","2004-12-11",2.39,0.522,3
"14471","2004-12-17",1.74,0.917,3
"14531","2004-12-23",2.2,0.59,3
"14591","2004-12-29",2.88,0.446,3
"14651","2005-01-04",3.16,0.29,3
"14711","2005-01-10",5.02,0.405,3
"1472","2005-01-11",3.17,3.41,3
"14831","2005-01-22",3.75,1.48,3
"14951","2005-02-03",3.04,0.735,3
"15011","2005-02-09",5.22,0.355,3
"15071","2005-02-15",3.27,0.302,3
"15131","2005-02-21",5.8,0.561,3
"15191","2005-02-27",4.18,0.676,3
"15251","2005-03-05",1.74,0.362,3
"15311","2005-03-11",1.06,0.216,3
"15371","2005-03-17",3.54,1.5,3
"15431","2005-03-23",1.55,0.202,3
"15491","2005-03-29",2.35,0.485,3
"15551","2005-04-04",2.16,0.252,3
"15611","2005-04-10",5.07,0.158,3
"15671","2005-04-16",4.81,0.364,3
"15791","2005-04-28",2.2,0.224,3
"15851","2005-05-04",3.69,0.441,3
"15911","2005-05-10",4.85,0.588,3
"15971","2005-05-16",3.69,0.259,3
"16031","2005-05-22",7.95,0.178,3
"16091","2005-05-28",5.59,0.353,3
"16151","2005-06-03",3.62,0.185,3
"1621","2005-06-09",2.22,0.203,3
"16331","2005-06-21",9.13,0.394,3
"16391","2005-06-27",6.42,0.206,3
"16511","2005-07-09",10.4,0.305,3
"16571","2005-07-15",2.78,0.136,3
"16631","2005-07-21",4.06,0.216,3
"16691","2005-07-27",11.2,0.153,3
"16751","2005-08-02",8.06,0.488,3
"16811","2005-08-08",4.66,0.269,3
"16871","2005-08-14",4.52,0.304,3
